batter_name,part,year,AB,H,2B,3B,HR,BB,HBP,1B,TB,FBP,avg,OBP,SLG,OPS
장성우,후반기,2017,126,28,3,1,4,18,1,20,45,19,0.222,0.324,0.357,0.681
장성우,후반기,2018,160,43,5,0,7,16,0,31,69,16,0.269,0.335,0.431,0.766
장승현,전반기,2018,9,4,0,0,0,0,0,4,4,0,0.444,0.444,0.444,0.888
장승현,후반기,2018,4,1,0,0,0,1,0,1,1,1,0.25,0.4,0.25,0.65
장시윤,전반기,2016,7,1,0,0,0,3,1,1,1,4,0.143,0.455,0.143,0.598
장시윤,후반기,2015,29,8,0,0,0,0,0,8,8,0,0.276,0.276,0.276,0.552
장시윤,후반기,2016,3,1,0,0,0,0,0,1,1,0,0.333,0.333,0.333,0.666
장시윤,후반기,2018,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
장영석,전반기,2009,31,6,0,0,2,3,2,4,12,5,0.194,0.306,0.387,0.6930000000000001
장영석,전반기,2010,57,12,3,0,1,6,4,8,18,10,0.211,0.328,0.316,0.644
장영석,전반기,2011,78,14,2,1,0,5,4,11,18,9,0.179,0.264,0.231,0.495
장영석,전반기,2012,12,0,0,0,0,1,0,0,0,1,0.0,0.077,0.0,0.077
장영석,전반기,2016,17,4,1,0,0,5,0,3,5,5,0.235,0.409,0.294,0.703
장영석,전반기,2017,7,2,0,0,0,2,1,2,2,3,0.286,0.5,0.286,0.786
장영석,전반기,2018,163,36,12,0,6,19,2,18,66,21,0.221,0.31,0.405,0.7150000000000001
장영석,후반기,2009,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
장영석,후반기,2010,81,20,3,0,4,6,5,13,35,11,0.247,0.337,0.432,0.769
장영석,후반기,2011,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
장영석,후반기,2015,8,1,0,0,0,0,0,1,1,0,0.125,0.125,0.125,0.25
장영석,후반기,2016,9,1,1,0,0,2,0,0,2,2,0.111,0.273,0.222,0.495
장영석,후반기,2017,179,48,14,0,12,15,8,22,98,23,0.268,0.351,0.547,0.898
장영석,후반기,2018,33,8,3,0,1,4,0,4,14,4,0.242,0.324,0.424,0.748
장준원,전반기,2016,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
장준원,전반기,2017,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
장준원,후반기,2015,24,5,0,0,0,1,0,5,5,1,0.208,0.24,0.208,0.44799999999999995
장준원,후반기,2016,7,1,0,0,0,2,0,1,1,2,0.143,0.333,0.143,0.476
장준원,후반기,2017,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
장진혁,전반기,2018,30,8,3,1,0,4,2,4,13,6,0.267,0.389,0.433,0.8220000000000001
장진혁,후반기,2018,12,1,1,0,0,0,0,0,2,0,0.083,0.083,0.167,0.25
전민재,후반기,2018,8,3,1,0,0,0,0,2,4,0,0.375,0.375,0.5,0.875
전병우,후반기,2018,66,24,7,0,3,9,1,14,40,10,0.364,0.447,0.606,1.053
전준우,전반기,2009,55,13,3,0,2,5,1,8,22,6,0.236,0.311,0.4,0.7110000000000001
전준우,전반기,2010,203,54,8,1,8,17,2,37,88,19,0.266,0.329,0.433,0.762
전준우,전반기,2011,340,95,27,2,6,30,5,60,144,35,0.279,0.347,0.424,0.7709999999999999
전준우,전반기,2012,287,76,13,3,3,32,5,57,104,37,0.265,0.349,0.362,0.711
전준우,전반기,2013,258,74,14,0,3,40,2,57,97,42,0.287,0.387,0.376,0.763
전준우,전반기,2014,272,75,13,1,8,24,6,53,114,30,0.276,0.348,0.419,0.7669999999999999
전준우,전반기,2017,217,74,15,1,11,15,3,47,124,18,0.341,0.391,0.571,0.962
전준우,전반기,2018,315,107,19,1,15,19,6,72,173,25,0.34,0.388,0.549,0.937
전준우,후반기,2008,30,3,3,0,0,5,0,0,6,5,0.1,0.229,0.2,0.42900000000000005
전준우,후반기,2009,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
전준우,후반기,2010,147,47,6,1,11,9,6,29,88,15,0.32,0.383,0.599,0.982
전준우,후반기,2011,199,67,11,3,5,20,2,48,99,22,0.337,0.403,0.497,0.9
전준우,후반기,2012,172,40,9,1,4,13,2,26,63,15,0.233,0.294,0.366,0.6599999999999999
전준우,후반기,2013,197,51,11,1,4,25,3,35,76,28,0.259,0.351,0.386,0.737
전준우,후반기,2014,143,46,10,1,6,10,3,29,76,13,0.322,0.378,0.531,0.909
전준우,후반기,2016,99,25,7,0,2,7,6,16,38,13,0.253,0.339,0.384,0.7230000000000001
전준우,후반기,2017,238,72,12,0,7,15,4,53,105,19,0.303,0.354,0.441,0.7949999999999999
전준우,후반기,2018,241,83,17,1,18,29,1,47,156,30,0.344,0.417,0.647,1.064
정경운,전반기,2017,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
정경운,전반기,2018,15,1,0,0,0,0,0,1,1,0,0.067,0.067,0.067,0.134
정경운,후반기,2017,104,25,2,1,1,9,0,21,32,9,0.24,0.301,0.308,0.609
정근우,전반기,2005,88,17,2,0,0,4,4,15,19,8,0.193,0.26,0.216,0.476
정근우,전반기,2006,235,68,11,1,2,19,2,54,87,21,0.289,0.348,0.37,0.718
정근우,전반기,2007,204,67,15,2,8,19,4,42,110,23,0.328,0.396,0.539,0.935
정근우,전반기,2008,367,109,15,3,6,35,2,85,148,37,0.297,0.361,0.403,0.764
정근우,전반기,2009,327,106,19,3,4,36,6,80,143,42,0.324,0.401,0.437,0.8380000000000001
정근우,전반기,2010,340,100,16,2,2,32,6,80,126,38,0.294,0.365,0.371,0.736
정근우,전반기,2011,272,82,16,0,5,28,3,61,113,31,0.301,0.373,0.415,0.788
정근우,전반기,2012,270,74,7,1,7,28,5,59,104,33,0.274,0.353,0.385,0.738
정근우,전반기,2013,241,69,10,1,7,30,5,51,102,35,0.286,0.377,0.423,0.8
정근우,전반기,2014,280,81,18,5,5,37,7,53,124,44,0.289,0.386,0.443,0.829
정근우,전반기,2015,241,67,17,1,4,27,3,45,98,30,0.278,0.358,0.407,0.7649999999999999
정근우,전반기,2016,325,102,15,1,12,36,5,74,155,41,0.314,0.391,0.477,0.868
정근우,전반기,2017,305,98,17,0,10,27,8,71,145,35,0.321,0.391,0.475,0.866
정근우,전반기,2018,165,45,10,1,3,16,2,31,66,18,0.273,0.344,0.4,0.744
정근우,후반기,2005,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
정근우,후반기,2006,195,54,8,3,6,17,2,37,86,19,0.277,0.341,0.441,0.782
정근우,후반기,2007,137,43,9,0,1,16,2,33,55,18,0.314,0.394,0.401,0.795
정근우,후반기,2008,124,45,5,1,2,11,1,37,58,12,0.363,0.419,0.468,0.887
정근우,후반기,2009,153,62,10,1,5,31,5,46,89,36,0.405,0.519,0.582,1.101
정근우,후반기,2010,145,48,9,0,0,15,2,39,57,17,0.331,0.401,0.393,0.794
정근우,후반기,2011,54,18,3,0,1,10,1,14,24,11,0.333,0.446,0.444,0.89
정근우,후반기,2012,197,50,6,3,1,19,1,40,65,20,0.254,0.323,0.33,0.653
정근우,후반기,2013,166,45,9,2,2,20,2,32,64,22,0.271,0.356,0.386,0.742
정근우,후반기,2014,184,56,10,0,1,29,2,45,69,31,0.304,0.405,0.375,0.78
정근우,후반기,2015,227,81,13,1,8,34,5,59,120,39,0.357,0.451,0.529,0.98
정근우,후반기,2016,250,76,16,1,6,24,4,53,112,28,0.304,0.374,0.448,0.8220000000000001
정근우,후반기,2017,86,31,5,0,1,5,2,25,39,7,0.36,0.409,0.453,0.862
정근우,후반기,2018,210,69,14,0,8,23,5,47,107,28,0.329,0.408,0.51,0.9179999999999999
정범모,전반기,2007,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
정범모,전반기,2008,4,1,0,0,0,1,0,1,1,1,0.25,0.4,0.25,0.65
정범모,전반기,2012,131,25,8,0,3,9,1,14,42,10,0.191,0.248,0.321,0.569
정범모,전반기,2013,94,20,9,0,1,8,2,10,32,10,0.213,0.288,0.34,0.628
정범모,전반기,2014,112,25,5,0,3,11,0,17,39,11,0.223,0.293,0.348,0.641
정범모,전반기,2015,77,12,2,0,0,7,1,10,14,8,0.156,0.235,0.182,0.417
정범모,전반기,2018,126,19,7,0,1,8,4,11,29,12,0.151,0.225,0.23,0.455
정범모,후반기,2006,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
정범모,후반기,2007,5,2,0,0,1,0,0,1,5,0,0.4,0.4,1.0,1.4
정범모,후반기,2012,39,5,2,0,0,4,0,3,7,4,0.128,0.209,0.179,0.388
정범모,후반기,2013,84,24,3,0,0,7,0,21,27,7,0.286,0.341,0.321,0.662
정범모,후반기,2014,74,22,5,0,3,6,1,14,36,7,0.297,0.358,0.486,0.844
정범모,후반기,2015,19,1,0,0,0,2,0,1,1,2,0.053,0.143,0.053,0.19599999999999998
정범모,후반기,2016,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
정범모,후반기,2017,43,11,2,0,1,5,0,8,16,5,0.256,0.333,0.372,0.7050000000000001
정범모,후반기,2018,64,15,2,0,3,7,0,10,26,7,0.234,0.31,0.406,0.716
정병곤,전반기,2013,4,1,0,0,0,0,0,1,1,0,0.25,0.25,0.25,0.5
정병곤,전반기,2017,52,12,0,0,2,4,0,10,18,4,0.231,0.286,0.346,0.6319999999999999
정병곤,전반기,2018,15,1,0,0,0,0,0,1,1,0,0.067,0.067,0.067,0.134
정병곤,후반기,2011,20,4,0,1,0,0,0,3,6,0,0.2,0.2,0.3,0.5
정병곤,후반기,2013,57,12,1,0,0,3,1,11,13,4,0.211,0.262,0.228,0.49
정병곤,후반기,2017,22,4,0,0,0,0,2,4,4,2,0.182,0.25,0.182,0.432
정상호,전반기,2001,29,8,3,0,0,1,0,5,11,1,0.276,0.3,0.379,0.679
정상호,전반기,2002,39,7,0,0,0,0,2,7,7,2,0.179,0.22,0.179,0.399
정상호,전반기,2003,0,0,0,0,0,1,0,0,0,1,NaN,1.0,NaN,NaN
정상호,전반기,2007,53,12,3,0,2,2,0,7,21,2,0.226,0.255,0.396,0.651
정상호,전반기,2008,72,15,3,0,5,8,1,7,33,9,0.208,0.296,0.458,0.754
정상호,전반기,2009,124,42,9,0,5,14,3,28,66,17,0.339,0.418,0.532,0.95
정상호,전반기,2010,13,3,0,0,1,0,1,2,6,1,0.231,0.286,0.462,0.748
정상호,전반기,2011,230,61,13,0,5,9,6,43,89,15,0.265,0.31,0.387,0.6970000000000001
정상호,전반기,2012,84,16,6,0,2,9,2,8,28,11,0.19,0.284,0.333,0.617
정상호,전반기,2013,76,20,4,0,1,8,3,15,27,11,0.263,0.356,0.355,0.711
정상호,전반기,2014,138,33,7,1,6,14,4,19,60,18,0.239,0.327,0.435,0.762
정상호,전반기,2015,184,46,8,1,5,12,12,32,71,24,0.25,0.337,0.386,0.7230000000000001
정상호,전반기,2016,89,16,3,0,0,10,4,13,19,14,0.18,0.291,0.213,0.504
정상호,전반기,2017,97,26,1,0,2,2,4,23,33,6,0.268,0.311,0.34,0.651
정상호,전반기,2018,67,16,3,0,0,5,4,13,19,9,0.239,0.329,0.284,0.613
정상호,후반기,2001,16,4,3,0,0,3,0,1,7,3,0.25,0.368,0.438,0.806
정상호,후반기,2003,38,8,4,1,0,2,0,3,14,2,0.211,0.25,0.368,0.618
정상호,후반기,2007,30,6,1,0,0,4,0,5,7,4,0.2,0.294,0.233,0.527
정상호,후반기,2008,99,25,5,0,1,4,1,19,33,5,0.253,0.288,0.333,0.621
정상호,후반기,2009,140,34,6,0,7,15,3,21,61,18,0.243,0.329,0.436,0.765
정상호,후반기,2010,49,17,4,0,5,2,1,8,36,3,0.347,0.385,0.735,1.12
정상호,후반기,2011,136,34,6,0,6,13,2,22,58,15,0.25,0.325,0.426,0.751
정상호,후반기,2012,92,22,6,0,2,6,2,14,34,8,0.239,0.3,0.37,0.6699999999999999
정상호,후반기,2013,125,38,7,0,5,12,1,26,60,13,0.304,0.37,0.48,0.85
정상호,후반기,2014,97,23,6,0,3,4,1,14,38,5,0.237,0.275,0.392,0.667
정상호,후반기,2015,95,25,3,0,7,10,3,15,49,13,0.263,0.352,0.516,0.868
정상호,후반기,2016,43,8,2,0,1,7,0,5,13,7,0.186,0.3,0.302,0.602
정상호,후반기,2017,40,10,2,0,1,2,1,7,15,3,0.25,0.302,0.375,0.677
정상호,후반기,2018,45,9,1,0,1,3,1,7,13,4,0.2,0.265,0.289,0.554
정수빈,전반기,2009,175,43,7,5,2,22,2,29,66,24,0.246,0.337,0.377,0.714
정수빈,전반기,2010,57,18,3,2,1,3,0,12,28,3,0.316,0.35,0.491,0.841
정수빈,전반기,2011,228,59,6,5,1,26,6,47,78,32,0.259,0.35,0.342,0.692
정수빈,전반기,2012,278,66,11,7,0,14,2,48,91,16,0.237,0.279,0.327,0.6060000000000001
정수빈,전반기,2013,141,42,0,5,1,12,5,36,55,17,0.298,0.373,0.39,0.763
정수빈,전반기,2014,257,71,9,2,4,26,6,56,96,32,0.276,0.356,0.374,0.73
정수빈,전반기,2015,313,89,19,3,0,28,8,67,114,36,0.284,0.358,0.364,0.722
정수빈,전반기,2016,221,54,7,1,1,21,6,45,66,27,0.244,0.327,0.299,0.626
정수빈,후반기,2009,56,18,1,1,1,2,1,15,24,3,0.321,0.356,0.429,0.7849999999999999
정수빈,후반기,2010,86,28,5,4,0,7,0,19,41,7,0.326,0.376,0.477,0.853
정수빈,후반기,2011,186,59,11,3,0,14,5,45,76,19,0.317,0.38,0.409,0.7889999999999999
정수빈,후반기,2012,37,8,0,0,0,4,1,8,8,5,0.216,0.31,0.216,0.526
정수빈,후반기,2013,87,21,2,3,1,4,1,15,32,5,0.241,0.283,0.368,0.651
정수빈,후반기,2014,174,61,9,5,2,15,5,45,86,20,0.351,0.418,0.494,0.9119999999999999
정수빈,후반기,2015,178,56,8,4,2,15,3,42,78,18,0.315,0.378,0.438,0.8160000000000001
정수빈,후반기,2016,48,11,0,1,1,4,0,9,16,4,0.229,0.288,0.333,0.621
정수빈,후반기,2018,98,36,2,1,2,11,1,31,46,12,0.367,0.436,0.469,0.905
정은원,전반기,2018,107,24,2,2,1,11,0,19,33,11,0.224,0.297,0.308,0.605
정은원,후반기,2018,94,26,3,1,3,11,1,19,40,12,0.277,0.358,0.426,0.784
정의윤,전반기,2005,211,52,5,2,5,12,3,40,76,15,0.246,0.296,0.36,0.6559999999999999
정의윤,전반기,2006,98,18,1,0,3,3,2,14,28,5,0.184,0.223,0.286,0.509
정의윤,전반기,2007,85,22,4,0,3,5,0,15,35,5,0.259,0.3,0.412,0.712
정의윤,전반기,2008,78,15,1,0,0,8,3,14,16,11,0.192,0.292,0.205,0.497
정의윤,전반기,2011,212,57,7,0,0,12,4,50,64,16,0.269,0.32,0.302,0.622
정의윤,전반기,2012,88,27,11,0,1,3,1,15,41,4,0.307,0.337,0.466,0.803
정의윤,전반기,2013,237,73,8,5,2,15,4,58,97,19,0.308,0.359,0.409,0.768
정의윤,전반기,2014,211,60,13,0,6,17,3,41,91,20,0.284,0.346,0.431,0.7769999999999999
정의윤,전반기,2015,63,17,3,0,0,6,2,14,20,8,0.27,0.352,0.317,0.669
정의윤,전반기,2016,336,111,21,1,17,17,8,72,185,25,0.33,0.377,0.551,0.928
정의윤,전반기,2017,181,53,10,0,5,7,5,38,78,12,0.293,0.337,0.431,0.768
정의윤,전반기,2018,145,35,8,0,7,11,0,20,64,11,0.241,0.295,0.441,0.736
정의윤,후반기,2005,103,24,5,1,3,5,1,15,40,6,0.233,0.275,0.388,0.663
정의윤,후반기,2006,141,44,7,1,3,10,3,33,62,13,0.312,0.37,0.44,0.81
정의윤,후반기,2007,108,32,4,1,0,6,0,27,38,6,0.296,0.333,0.352,0.685
정의윤,후반기,2011,30,5,2,0,0,5,0,3,7,5,0.167,0.286,0.233,0.519
정의윤,후반기,2012,145,39,7,1,1,10,2,30,51,12,0.269,0.325,0.352,0.677
정의윤,후반기,2013,130,27,7,0,3,11,4,17,43,15,0.208,0.29,0.331,0.621
정의윤,후반기,2014,50,9,1,0,1,4,2,7,13,6,0.18,0.268,0.26,0.528
정의윤,후반기,2015,196,66,11,0,14,20,7,41,119,27,0.337,0.417,0.607,1.024
정의윤,후반기,2016,240,68,11,0,10,8,2,47,109,10,0.283,0.312,0.454,0.766
정의윤,후반기,2017,168,59,6,0,10,12,4,43,95,16,0.351,0.408,0.565,0.9729999999999999
정의윤,후반기,2018,72,24,1,0,4,8,2,19,37,10,0.333,0.415,0.514,0.929
정주현,전반기,2011,17,3,0,0,0,3,0,3,3,3,0.176,0.3,0.176,0.476
정주현,전반기,2012,5,0,0,0,0,1,0,0,0,1,0.0,0.167,0.0,0.167
정주현,전반기,2013,69,15,2,1,0,14,0,12,19,14,0.217,0.349,0.275,0.624
정주현,전반기,2016,180,47,11,1,1,22,0,34,63,22,0.261,0.342,0.35,0.692
정주현,전반기,2017,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
정주현,전반기,2018,177,47,8,1,4,20,2,34,69,22,0.266,0.347,0.39,0.737
정주현,후반기,2009,11,1,0,0,1,0,0,0,4,0,0.091,0.091,0.364,0.45499999999999996
정주현,후반기,2010,9,2,0,0,0,1,0,2,2,1,0.222,0.3,0.222,0.522
정주현,후반기,2011,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
정주현,후반기,2012,18,4,0,0,0,1,0,4,4,1,0.222,0.263,0.222,0.485
정주현,후반기,2013,14,3,2,1,0,2,0,0,7,2,0.214,0.312,0.5,0.812
정주현,후반기,2016,45,3,1,0,0,6,0,2,4,6,0.067,0.176,0.089,0.265
정주현,후반기,2017,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
정주현,후반기,2018,126,32,6,1,2,7,0,23,46,7,0.254,0.293,0.365,0.6579999999999999
정주후,후반기,2016,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
정주후,후반기,2017,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
정진기,전반기,2012,8,1,0,0,0,2,0,1,1,2,0.125,0.3,0.125,0.425
정진기,전반기,2013,8,1,0,0,0,0,0,1,1,0,0.125,0.125,0.125,0.25
정진기,전반기,2017,163,42,4,1,11,7,4,26,81,11,0.258,0.305,0.497,0.802
정진기,전반기,2018,163,41,6,1,3,6,1,31,58,7,0.252,0.282,0.356,0.6379999999999999
정진기,후반기,2011,1,0,0,0,0,1,1,0,0,2,0.0,0.667,0.0,0.667
정진기,후반기,2017,34,4,1,0,0,2,0,3,5,2,0.118,0.167,0.147,0.314
정진기,후반기,2018,38,8,2,0,0,0,1,6,10,1,0.211,0.231,0.263,0.494
정진호,전반기,2011,26,3,1,0,0,1,0,2,4,1,0.115,0.148,0.154,0.302
정진호,전반기,2012,6,3,0,0,0,1,0,3,3,1,0.5,0.571,0.5,1.071
정진호,전반기,2015,123,32,5,3,3,12,0,21,52,12,0.26,0.326,0.423,0.749
정진호,전반기,2016,18,6,0,1,0,5,2,5,8,7,0.333,0.52,0.444,0.964
정진호,전반기,2017,103,32,3,1,4,10,0,24,49,10,0.311,0.372,0.476,0.848
정진호,전반기,2018,170,49,7,1,1,12,0,40,61,12,0.288,0.335,0.359,0.694
정진호,후반기,2011,9,1,0,0,0,1,0,1,1,1,0.111,0.2,0.111,0.311
정진호,후반기,2012,69,14,2,0,0,5,1,12,16,6,0.203,0.267,0.232,0.499
정진호,후반기,2015,31,4,0,0,1,2,1,3,7,3,0.129,0.206,0.226,0.432
정진호,후반기,2016,6,3,0,0,0,1,0,3,3,1,0.5,0.571,0.5,1.071
정진호,후반기,2017,95,24,8,1,1,9,1,14,37,10,0.253,0.324,0.389,0.7130000000000001
정진호,후반기,2018,99,32,5,0,1,7,1,26,40,8,0.323,0.374,0.404,0.778
정현,전반기,2013,13,4,1,0,1,0,0,2,8,0,0.308,0.308,0.615,0.923
정현,전반기,2014,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
정현,전반기,2017,141,36,7,1,3,12,6,25,54,18,0.255,0.34,0.383,0.7230000000000001
정현,전반기,2018,69,14,3,0,0,5,0,11,17,5,0.203,0.257,0.246,0.503
정현,후반기,2013,8,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
정현,후반기,2017,209,69,13,2,3,6,16,51,95,22,0.33,0.394,0.455,0.849
정현,후반기,2018,48,17,4,0,2,4,0,11,27,4,0.354,0.404,0.562,0.9660000000000001
정훈,전반기,2010,40,6,1,0,1,1,1,4,10,2,0.15,0.19,0.25,0.44
정훈,전반기,2011,22,5,0,0,3,3,1,2,14,4,0.227,0.346,0.636,0.982
정훈,전반기,2012,57,12,1,1,1,1,0,9,18,1,0.211,0.224,0.316,0.54
정훈,전반기,2013,169,46,9,0,2,19,3,35,61,22,0.272,0.356,0.361,0.717
정훈,전반기,2014,289,87,16,5,2,43,5,64,119,48,0.301,0.401,0.412,0.813
정훈,전반기,2015,274,76,13,1,6,31,11,56,109,42,0.277,0.373,0.398,0.771
정훈,전반기,2016,263,71,15,2,0,31,13,54,90,44,0.27,0.375,0.342,0.7170000000000001
정훈,전반기,2017,88,23,6,2,1,15,5,14,36,20,0.261,0.398,0.409,0.8069999999999999
정훈,전반기,2018,110,33,7,0,4,11,1,22,52,12,0.3,0.369,0.473,0.842
정훈,후반기,2010,5,1,0,0,0,0,1,1,1,1,0.2,0.333,0.2,0.533
정훈,후반기,2011,11,5,0,0,0,0,1,5,5,1,0.455,0.5,0.455,0.9550000000000001
정훈,후반기,2012,68,13,3,0,1,2,0,9,19,2,0.191,0.214,0.279,0.493
정훈,후반기,2013,172,42,6,3,3,11,5,30,63,16,0.244,0.309,0.366,0.675
정훈,후반기,2014,188,53,11,2,1,19,6,39,71,25,0.282,0.366,0.378,0.744
정훈,후반기,2015,212,70,14,1,3,21,3,52,95,24,0.33,0.398,0.448,0.8460000000000001
정훈,후반기,2016,107,26,3,0,2,12,3,21,35,15,0.243,0.336,0.327,0.663
정훈,후반기,2017,21,4,2,0,0,3,0,2,6,3,0.19,0.292,0.286,0.578
정훈,후반기,2018,64,20,3,1,3,5,0,13,34,5,0.312,0.362,0.531,0.893
조동찬,전반기,2003,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
조동찬,전반기,2004,207,48,12,0,3,13,4,33,69,17,0.232,0.29,0.333,0.623
조동찬,전반기,2005,219,55,5,0,9,23,8,41,87,31,0.251,0.344,0.397,0.741
조동찬,전반기,2006,191,47,6,0,4,10,1,37,65,11,0.246,0.287,0.34,0.627
조동찬,전반기,2007,106,20,3,0,0,11,6,17,23,17,0.189,0.301,0.217,0.518
조동찬,전반기,2008,89,20,2,0,2,14,1,16,28,15,0.225,0.337,0.315,0.652
조동찬,전반기,2009,173,47,8,0,8,22,2,31,79,24,0.272,0.36,0.457,0.817
조동찬,전반기,2010,216,67,16,1,6,19,5,44,103,24,0.31,0.379,0.477,0.856
조동찬,전반기,2011,69,10,1,0,0,8,2,9,11,10,0.145,0.253,0.159,0.41200000000000003
조동찬,전반기,2012,126,36,8,1,2,17,1,25,52,18,0.286,0.375,0.413,0.788
조동찬,전반기,2013,204,49,13,0,7,23,4,29,83,27,0.24,0.329,0.407,0.736
조동찬,전반기,2016,128,39,9,1,7,15,3,22,71,18,0.305,0.39,0.555,0.9450000000000001
조동찬,전반기,2017,236,68,14,0,9,16,7,45,109,23,0.288,0.351,0.462,0.813
조동찬,전반기,2018,54,12,1,0,1,4,0,10,16,4,0.222,0.276,0.296,0.5720000000000001
조동찬,후반기,2002,7,2,0,0,1,0,0,1,5,0,0.286,0.286,0.714,1.0
조동찬,후반기,2003,19,4,0,1,0,0,0,3,6,0,0.211,0.211,0.316,0.527
조동찬,후반기,2004,135,28,6,0,4,12,3,18,46,15,0.207,0.287,0.341,0.628
조동찬,후반기,2005,168,51,11,0,7,16,7,33,83,23,0.304,0.387,0.494,0.881
조동찬,후반기,2006,179,49,7,0,6,19,5,36,74,24,0.274,0.36,0.413,0.7729999999999999
조동찬,후반기,2008,62,14,0,0,0,5,4,14,14,9,0.226,0.324,0.226,0.55
조동찬,후반기,2009,42,8,0,0,0,4,1,8,8,5,0.19,0.277,0.19,0.467
조동찬,후반기,2010,116,30,4,1,3,9,2,22,45,11,0.259,0.323,0.388,0.7110000000000001
조동찬,후반기,2011,139,35,6,0,4,11,0,25,53,11,0.252,0.307,0.381,0.688
조동찬,후반기,2012,144,41,7,1,4,11,5,29,62,16,0.285,0.356,0.431,0.7869999999999999
조동찬,후반기,2013,17,4,2,0,0,2,0,2,6,2,0.235,0.316,0.353,0.669
조동찬,후반기,2014,74,20,4,0,1,10,1,15,27,11,0.27,0.365,0.365,0.73
조동찬,후반기,2016,119,29,2,0,3,11,0,24,40,11,0.244,0.308,0.336,0.644
조동찬,후반기,2017,117,34,9,0,1,6,3,24,46,9,0.291,0.341,0.393,0.734
조수행,전반기,2016,17,6,0,0,0,0,0,6,6,0,0.353,0.353,0.353,0.706
조수행,전반기,2017,22,5,0,0,0,2,1,5,5,3,0.227,0.32,0.227,0.547
조수행,전반기,2018,108,32,5,3,1,6,0,23,46,6,0.296,0.333,0.426,0.759
조수행,후반기,2016,12,2,0,0,0,0,0,2,2,0,0.167,0.167,0.167,0.334
조수행,후반기,2017,25,8,2,0,0,2,0,6,10,2,0.32,0.37,0.4,0.77
조수행,후반기,2018,75,19,1,1,0,3,0,17,22,3,0.253,0.282,0.293,0.575
조윤준,전반기,2012,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
조윤준,전반기,2013,26,4,0,1,0,0,0,3,6,0,0.154,0.154,0.231,0.385
조윤준,전반기,2014,7,1,0,0,0,1,0,1,1,1,0.143,0.25,0.143,0.393
조윤준,전반기,2015,8,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
조윤준,전반기,2017,33,7,0,0,0,2,0,7,7,2,0.212,0.257,0.212,0.469
조윤준,후반기,2012,45,9,1,0,0,0,0,8,10,0,0.2,0.2,0.222,0.42200000000000004
조윤준,후반기,2013,4,2,0,0,0,0,1,2,2,1,0.5,0.6,0.5,1.1
조윤준,후반기,2016,1,1,0,0,0,0,0,1,1,0,1.0,1.0,1.0,2.0
조윤준,후반기,2017,5,2,0,0,0,0,0,2,2,0,0.4,0.4,0.4,0.8
조평호,전반기,2008,15,1,0,0,0,1,1,1,1,2,0.067,0.176,0.067,0.243
조평호,전반기,2013,79,21,6,0,2,6,0,13,33,6,0.266,0.318,0.418,0.736
조평호,전반기,2014,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
조평호,전반기,2015,8,2,1,0,0,0,0,1,3,0,0.25,0.25,0.375,0.625
조평호,전반기,2016,3,0,0,0,0,1,0,0,0,1,0.0,0.25,0.0,0.25
조평호,전반기,2017,34,7,3,0,0,5,0,4,10,5,0.206,0.308,0.294,0.602
조평호,후반기,2006,6,0,0,0,0,2,0,0,0,2,0.0,0.25,0.0,0.25
조평호,후반기,2007,5,0,0,0,0,1,0,0,0,1,0.0,0.167,0.0,0.167
조평호,후반기,2011,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
조평호,후반기,2015,14,6,1,0,1,0,0,4,10,0,0.429,0.429,0.714,1.143
조평호,후반기,2016,3,1,0,0,0,0,0,1,1,0,0.333,0.333,0.333,0.666
조평호,후반기,2017,10,3,0,0,1,1,1,2,6,2,0.3,0.417,0.6,1.017
조홍석,전반기,2013,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
조홍석,전반기,2015,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
